34.9832445291,40.6359928536,16.7512229014,44.8659507305,41.0777809948,39.222017319
34.9983819721,40.6463734596,16.7411464928,44.7885713605,41.0558401464,39.2720585715
35.06240351,40.5688917745,16.7472693782,44.7660677199,41.0668961338,39.1928760804
35.0721972589,40.4197770874,16.7396228445,44.6719432049,41.1056078705,39.0203520205
35.0008538028,40.2491859958,16.7130689703,44.4655419684,41.1514973775,38.8311190725
34.9516656997,40.1540365291,16.6969427682,44.3560637838,41.1695638655,38.722747889
34.8950013885,40.0975235223,16.6811609388,44.2927569456,41.1846048218,38.6488255052
34.8264938069,40.0649662601,16.660062348,44.1833767691,41.1847856495,38.6235133251
34.7302905642,40.1185202211,16.6612362467,44.2765580706,41.1875013495,38.6325914959
34.6869442898,40.20803072,16.6541503777,44.3286458517,41.1666065534,38.7273841545
