FileName,CSP2156000823.csv
Size,60*60
SOD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1217,768,384,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1729,2306,1089,1345,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,768,128,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,1601,2562,2049,1153,0,0,448,192,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,192,768,1473,0,128,128,64,128,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,2114,1409,1089,448,0,64,704,512,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,192,1601,1857,0,192,256,448,64,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,384,832,704,0,0,64,576,64,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,192,64,0,128,448,0,0,128,256,576,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,128,0,192,192,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,64,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,64,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,576,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0
0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0
0,0,0,0,0,0,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,448,1601,2049,896,0,0,0,0,0,0,0,64,576,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,192,704,320,448,832,640,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,320,192,2818,2242,960,512,896,704,768,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,128,448,640,3010,1537,1793,1601,768,896,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,704,1153,2049,1409,1921,640,1537,2242,1601,128,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,384,1281,1217,1985,2370,1921,1345,1601,448,256,896,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,768,1281,2498,2242,1793,3779,2306,2370,1409,1857,1024,384,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,832,2114,1089,1537,2178,1921,1281,1281,448,896,640,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,1473,832,896,1345,1793,2626,2626,2049,1153,2242,1409,896,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1729,2946,2818,2882,1921,2754,4484,2178,1345,1537,1665,2306,1473,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,576,128,2178,1985,512,2242,1409,3459,2114,1665,960,1345,192,0,0,0,0,0,0,0
0,0,0,0,0,0,0,128,1217,1601,2370,2370,2690,2498,2754,2562,1473,2114,2498,1409,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9417,10890,8135,9096,15310,18385,15246,14606,15374,16015,14734,12812,6982,6149,768,0,0,0,0,0,0
0,0,0,0,0,0,64,512,1345,1729,1729,2626,2178,2114,2114,1921,832,1729,1217,896,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,11146,8520,11915,11274,16143,16207,18001,11979,15438,15502,10057,12235,6085,0,0,0,0,0,0,0
0,0,0,0,0,0,128,1217,1601,1857,2562,1857,1857,2306,832,1601,512,1153,1153,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9352,7431,8904,8135,13388,15951,10762,15631,7687,12876,12492,11979,11595,1729,1217,0,0,0,0,0
0,0,0,0,0,64,192,1024,896,2049,1921,2370,1857,1217,640,1217,960,1217,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,1217,6982,8904,7238,11210,12427,10506,10506,7623,10057,3203,1601,1024,3459,0,0,0,0,0
0,0,0,0,0,0,448,768,640,704,2306,1153,128,640,320,64,768,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1473,6598,2946,3331,10249,1985,7431,3139,4035,3523,6598,1601,4548,0,0,0,0,0
0,0,0,0,0,256,832,512,704,640,640,896,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,1857,768,4356,6149,3331,4099,5893,6726,6278,4099,2626,2818,0,0,0,0,0
0,0,0,0,0,64,0,640,1345,512,576,128,512,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,512,2114,4676,2946,4292,7303,9673,7110,4804,256,1729,0,0,0,0,0
0,0,0,0,0,0,192,512,448,512,128,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1601,3459,896,1345,7687,5957,1729,4099,192,384,0,0,0,0,0
0,0,0,0,0,0,192,0,192,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1985,2306,2754,2946,4932,1665,4996,1409,0,0,0,0,0,0
0,0,0,0,0,0,0,64,192,448,64,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,1857,4420,4228,5253,1281,3267,896,0,0,0,0,0,0
0,0,0,0,0,0,0,0,320,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,3331,960,2754,4420,1985,7046,2370,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,128,128,256,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,6149,448,5124,14862,4484,1537,960,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64,0,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,5765,64,2049,8007,4164,2690,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,128,64,256,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,704,3907,1409,3267,3779,4548,1281,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,128,320,704,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,3074,1793,4932,6918,7687,5445,192,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,256,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,3139,5893,8712,3331,1793,5188,5893,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,320,256,0,128,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,5893,5124,3843,2882,2882,7815,2370,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,64,0,64,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562,7046,7174,6854,6854,2370,4932,2114,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,256,64,0,640,64,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2754,3459,12235,8007,8007,2754,2946,1793,128,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,64,1409,256,1345,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445,5765,2178,10377,9224,7879,1537,2754,256,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,320,1153,1153,1537,1345,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1793,7238,16720,7431,9737,12748,7367,5445,896,128,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,320,704,2626,2306,3523,3395,2754,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267,13773,14541,17937,13196,16015,17360,11018,3971,0,0,0,0,0,0,0,0,0,0,0,0,0
