3,31
2,58
4,86
2,113
11,140
3,167
1,195
6,222
3,249
6,276
6,304
1,331
7,358
5,385
4,413
4,440
6,467
2,495
3,522
5,549
3,576
4,604
4,631
4,658
4,685
4,713
2,740
2,767
3,794
1,822
2,849
3,876
2,903
0,931
1,958
2,985
2,1012
0,1040
1,1067
0,1094
0,1121
2,1149
1,1176
1,1203
1,1231
1,1258
2,1285
1,1312
1,1340
2,1367
3,1394
0,1421
3,1449
2,1476
1,1503
0,1530
0,1558
0,1585
2,1612
1,1639
0,1667
0,1694
2,1721
1,1748
0,1776
2,1803
0,1830
0,1857
0,1885
0,1912
1,1939
0,1967
2,1994
0,2021
1,2048
0,2076
1,2103
0,2130
0,2157
0,2185
1,2212
0,2239
1,2266
1,2294
0,2321
0,2348
0,2375
0,2403
0,2430
0,2457
1,2484
1,2512
0,2539
0,2566
1,2593
0,2621
0,2648
0,2675
0,2703
1,2730
0,2757
