0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,88,0,0,656,276,0,0,0,0,0,0,0,0,0,0,0
0,0,311,168,0,1017,1819,2455,4140,1314,762,0,0,0,0,0,0,0,0,0
0,0,718,0,1440,7016,2910,6181,2226,1582,1764,2036,547,0,0,0,0,0,0,0
0,1134,711,0,4124,7777,4506,4017,1254,863,1252,3065,3212,8834,23803,1813,1477,0,0,0
0,703,1034,0,2938,5942,1915,2247,30,0,239,1192,3757,2859,3817,7691,9002,817,0,0
0,0,0,0,308,2431,10971,125,0,0,0,0,1862,2813,4536,9801,5352,3945,0,0
0,0,0,0,0,0,0,0,0,0,0,0,53,1916,4252,3016,3131,532,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,521,1002,0,0,0,0,0,0,240,1573,2371,4692,1615,0,0
0,855,1635,423,856,2146,3162,409,0,0,0,0,58,7169,5636,9083,7923,4514,0,0
0,209,1160,0,975,5804,6169,879,0,0,0,0,808,5371,9961,6158,11390,5323,0,0
0,0,1365,213,1513,3826,7042,2994,145,0,0,0,171,1585,2702,5459,3003,358,0,0
0,0,0,212,0,1824,9470,4490,550,49,37,30,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1276,657,346,44,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
