17,16
0,23
18,31
0,39
27,47
0,55
29,63
0,70
35,78
0,86
21,94
0,102
31,110
0,118
19,125
0,133
21,141
0,149
26,157
0,165
30,172
0,180
25,188
0,196
27,204
0,212
16,220
0,227
27,235
0,243
21,251
0,259
7,267
0,274
13,282
0,290
6,298
0,306
10,314
0,322
9,329
0,337
7,345
0,353
12,361
0,369
7,376
0,384
8,392
0,400
3,408
5,416
0,424
6,431
0,439
3,447
0,455
5,463
0,471
4,478
0,486
8,494
0,502
5,510
0,518
4,526
0,533
4,541
0,549
6,557
0,565
4,573
0,580
2,588
0,596
4,604
0,612
2,620
0,628
3,635
0,643
3,651
0,659
1,667
0,675
2,682
0,690
2,698
0,706
2,714
0,722
1,730
0,737
6,745
0,753
2,761
0,769
2,777
0,785
3,792
0,800
0,808
1,816
0,824
6,832
0,839
3,847
0,855
1,863
0,871
0,879
0,887
3,894
0,902
2,910
0,918
6,926
0,934
2,941
0,949
2,957
0,965
2,973
0,981
3,989
0,996
3,1004
0,1012
2,1020
0,1028
0,1036
0,1043
1,1051
0,1059
0,1067
0,1075
0,1083
0,1091
4,1098
0,1106
2,1114
0,1122
4,1130
0,1138
0,1145
0,1153
4,1161
0,1169
2,1177
0,1185
2,1193
0,1200
1,1208
1,1216
0,1224
1,1232
0,1240
0,1247
0,1255
3,1263
0,1271
5,1279
0,1287
0,1295
0,1302
2,1310
0,1318
0,1326
0,1334
1,1342
0,1349
2,1357
0,1365
1,1373
0,1381
0,1389
0,1397
1,1404
0,1412
3,1420
0,1428
3,1436
0,1444
0,1452
0,1459
2,1467
0,1475
4,1483
0,1491
2,1499
0,1506
0,1514
0,1522
3,1530
0,1538
2,1546
0,1554
1,1561
0,1569
2,1577
0,1585
1,1593
0,1601
0,1608
0,1616
0,1624
2,1632
0,1640
1,1648
0,1656
0,1663
0,1671
1,1679
0,1687
2,1695
0,1703
4,1710
0,1718
2,1726
0,1734
1,1742
0,1750
1,1758
0,1765
0,1773
0,1781
1,1789
0,1797
1,1805
0,1812
1,1820
0,1828
0,1836
0,1844
0,1852
0,1860
0,1867
0,1875
0,1883
0,1891
1,1899
0,1907
0,1914
0,1922
1,1930
0,1938
0,1946
0,1954
1,1962
0,1969
0,1977
0,1985
0,1993
0,2001
0,2009
0,2016
0,2024
2,2032
0,2040
0,2048
0,2056
0,2064
0,2071
0,2079
0,2087
0,2095
0,2103
0,2111
0,2118
2,2126
0,2134
3,2142
0,2150
0,2158
0,2166
0,2173
0,2181
2,2189
0,2197
0,2205
0,2213
1,2221
0,2228
0,2236
0,2244
0,2252
0,2260
0,2268
0,2275
0,2283
0,2291
1,2299
0,2307
1,2315
0,2323
0,2330
0,2338
1,2346
0,2354
1,2362
0,2370
0,2377
0,2385
0,2393
0,2401
0,2409
2,2417
0,2425
0,2432
0,2440
0,2448
0,2456
2,2464
0,2472
0,2479
0,2487
0,2495
0,2503
1,2511
0,2519
1,2527
0,2534
0,2542
0,2550
1,2558
0,2566
0,2574
0,2581
0,2589
0,2597
1,2605
0,2613
0,2621
0,2629
0,2636
0,2644
1,2652
0,2660
1,2668
0,2676
1,2683
0,2691
0,2699
0,2707
1,2715
0,2723
0,2731
0,2738
0,2746
0,2754
2,2762
0,2770
0,2778
0,2785
0,2793
0,2801
0,2809
1,2817
0,2825
0,2833
0,2840
0,2848
0,2856
1,2864
0,2872
0,2880
0,2888
0,2895
0,2903
0,2911
0,2919
0,2927
0,2935
0,2942
0,2950
0,2958
0,2966
0,2974
0,2982
0,2990
0,2997
1,3005
0,3013
0,3021
0,3029
0,3037
0,3044
0,3052
0,3060
0,3068
0,3076
0,3084
0,3092
1,3099
0,3107
0,3115
0,3123
0,3131
0,3139
0,3146
0,3154
0,3162
1,3170
0,3178
0,3186
0,3194
0,3201
0,3209
0,3217
0,3225
0,3233
0,3241
0,3248
0,3256
0,3264
0,3272
1,3280
0,3288
0,3296
0,3303
0,3311
0,3319
0,3327
0,3335
0,3343
0,3350
0,3358
0,3366
0,3374
0,3382
0,3390
0,3398
0,3405
0,3413
0,3421
0,3429
0,3437
0,3445
0,3452
0,3460
0,3468
0,3476
0,3484
0,3492
0,3500
0,3507
0,3515
0,3523
0,3531
0,3539
0,3547
0,3554
0,3562
1,3570
0,3578
0,3586
0,3594
0,3602
0,3609
0,3617
0,3625
0,3633
0,3641
0,3649
0,3657
0,3664
0,3672
0,3680
0,3688
0,3696
0,3704
1,3711
0,3719
0,3727
0,3735
0,3743
0,3751
0,3759
0,3766
0,3774
0,3782
0,3790
0,3798
0,3806
0,3813
0,3821
0,3829
0,3837
0,3845
0,3853
0,3861
0,3868
0,3876
0,3884
0,3892
0,3900
0,3908
0,3915
0,3923
1,3931
0,3939
