34.3876745045,34.7529957153,13.8734253129,37.4783553344,43.3085043206,33.5678453779
34.3515053663,33.8096403971,13.5586564965,35.6974571266,43.4007680756,32.9880430471
35.1576716821,33.4763079051,13.4823837753,34.318982874,43.4619038676,33.1534624311
35.6391795842,33.5985925164,13.4800810544,34.1948371118,43.4928620141,33.3872700342
36.0492892887,33.7876479576,13.522979589,34.1978830506,43.5162670431,33.651664019
36.3151040842,34.0414007589,13.5502426997,34.2825538691,43.5171129848,33.9651083178
36.3154185487,34.2302956901,13.5657970176,34.5814400643,43.5263267127,34.1189940656
36.6366957967,33.9303653407,13.57331139,33.8100087853,43.5784553562,33.9665909984
36.6397719458,33.8238477288,13.5829632257,33.4708108539,43.5616120384,33.9298322483
36.3719697324,33.8125118842,13.5626596674,33.7067154793,43.5415632182,33.845766604
