34.7861793476,40.0045022317,16.3072503315,44.9686525661,46.7032057708,36.8031310563
34.9561835048,39.9018208393,16.2533729969,44.8304004811,46.6531344187,36.8194309429
34.9925124193,39.9682817662,16.224726316,44.7348143539,46.5604179297,37.0303327571
34.8815413389,40.0064531486,16.1969181763,44.6309700286,46.4783300044,37.1362028647
34.4894587088,40.1731015082,16.1685619849,44.5078160154,46.2683845839,37.3862138553
34.1946696319,40.3156412581,16.1546410228,44.4217690976,46.1149914473,37.6024324089
34.0492377325,40.4143278747,16.1549785157,44.4152343819,45.9979213244,37.7427690604
34.0925732832,40.5615520726,16.1519373558,44.4318394676,45.8992073468,38.0145371742
34.2413644139,40.5999231018,16.1493975356,44.3944160303,45.8627053114,38.1625377057
34.3101134284,40.5134333232,16.1318711056,44.2573328194,45.8592261107,38.1348360758
