10.8379613979,14.3091590506,4.894305542,15.6181245132,14.436932963,13.516561095
10.6761434526,14.4060187412,4.9130816681,15.6875106032,14.4234442525,13.572757593
10.4574145805,14.4779781894,4.91805502843,15.71635042,14.3967236084,13.5973112347
10.2999434406,14.6459044762,4.92712778293,15.7781333886,14.4011810709,13.7816388624
10.1791988203,14.8073385328,4.9336511029,15.868055368,14.3969012599,13.9544651582
10.0924401439,14.9195347191,4.9207743731,15.9633079644,14.3718879189,14.0558336815
10.0007989278,14.9295983311,4.91139230317,15.9908514659,14.3583968355,14.0209433973
9.82504958342,14.929918725,4.91110519055,15.9931135534,14.3331146926,13.95454108
9.64723706097,14.938428533,4.89604965655,15.9787270318,14.3132334536,13.9167830727
9.31276567447,14.8581538108,4.88786865436,15.8862240178,14.3047513808,13.6983275469
