9.11128761239,12.4757874312,4.26721265742,12.5038903538,14.1890656852,12.4463286789
9.69638296984,12.6083893665,4.34622708076,12.7333395161,14.1522404309,12.5043250985
10.0182690096,12.7000796064,4.46791141718,13.0363502062,14.0745856476,12.4543260659
9.94229676214,12.5421273821,4.47473469141,13.00179685,14.0418414116,12.1974700223
9.9279587656,12.3110022193,4.43895003247,12.8038460817,14.0403892027,11.9417577529
9.87886923673,12.2472122865,4.42524576644,12.7540592813,14.0344942389,11.8609982298
9.87127436948,12.3272716033,4.45101876853,12.8638529709,14.0230833724,11.9162608471
9.92565209862,12.4460946235,4.49388518283,13.0360042027,14.0205532337,12.0013735147
10.0796767245,12.5369350256,4.5263100795,13.1350331539,14.0255362592,12.1119655695
10.1979166232,12.6523362481,4.55089760649,13.2790508939,14.035041162,12.2264864078
