10.5736124004,12.4641387428,4.40907182556,12.5975521103,14.5463457819,12.3781606018
10.4071640517,12.5483166916,4.40464201665,12.6947957433,14.5367306603,12.4475432171
10.4267178062,12.5218093507,4.4000344946,12.6544567415,14.5365577588,12.4313517111
10.4877130737,12.5512195839,4.39459082509,12.6647248053,14.5317691102,12.4758852222
10.4268220926,12.7645075608,4.37637742036,12.8475301213,14.5147966526,12.7084134828
10.3678956805,12.9248386175,4.37427999784,12.9982625177,14.5067022941,12.8741367807
10.3284309923,12.9272908926,4.37996002225,13.0085432381,14.4961200668,12.8703628998
10.2744020084,12.8540532897,4.3810734752,12.9774087943,14.4906817168,12.7658007329
10.1505115858,12.7490332376,4.38170404193,12.9199322461,14.4766395886,12.6208731316
10.0125504388,12.6007484169,4.3845584896,12.857203852,14.4632877554,12.3979379323
