37.1778594205,39.4966349898,18.4746858342,41.0491087581,44.3789060531,38.8989056285
37.8890650031,39.4294110041,18.5977214562,40.7777889606,44.4960366263,38.9676134692
38.3205764983,39.6039805918,18.6760523624,40.7542697523,44.4924427353,39.2425856919
38.8829239293,39.5209293599,18.7462904553,40.4984190721,44.5236975918,39.2471100926
39.4070488757,39.387717803,18.7119851522,40.2723074724,44.6364645824,39.1641916919
40.2815781006,39.1192921546,18.5186970951,38.847615453,44.7816939212,39.1754693043
40.3295581588,38.7765457229,18.4710670017,38.5539754835,44.8931610603,38.8230138063
40.326006289,38.7316275159,18.4596180097,38.6970023324,44.9242213153,38.7389087385
40.2564888603,38.7590813871,18.50539497,38.9577728069,44.9397277108,38.7163010386
40.1558411992,38.893275376,18.5814916233,39.3228682139,44.904697251,38.7987151882
